,Caption,tokenized,freqdist,tokens_WSW,normalized,tokens_stemmed,merged
231,kenapa woii pada takut anies jadi president,"['kenapa', 'woii', 'pada', 'takut', 'anies', 'jadi', 'president']",<FreqDist with 7 samples and 7 outcomes>,"['woii', 'takut', 'anies', 'president']","['woii', 'takut', 'anies', 'president']","['woii', 'takut', 'anies', 'president']",woii takut anies president
232,lolo gabahaya ta,"['lolo', 'gabahaya', 'ta']",<FreqDist with 3 samples and 3 outcomes>,"['lolo', 'gabahaya', 'ta']","['lolo', 'gabahaya', 'ta']","['lolo', 'gabahaya', 'ta']",lolo gabahaya ta
233,gw kagak bakal milih ganjar ya sorry,"['gw', 'kagak', 'bakal', 'milih', 'ganjar', 'ya', 'sorry']",<FreqDist with 7 samples and 7 outcomes>,"['gw', 'kagak', 'milih', 'ganjar', 'sorry']","['saya', 'kagak', 'milih', 'ganjar', 'sorry']","['saya', 'kagak', 'milih', 'ganjar', 'sorry']",saya kagak milih ganjar sorry
234,tetap official for presiden,"['tetap', 'official', 'for', 'presiden']",<FreqDist with 4 samples and 4 outcomes>,"['official', 'for', 'presiden']","['official', 'for', 'presiden']","['official', 'for', 'presiden']",official for presiden
235,sabar pak anis pendukungnya belum tampil tunggu waktu masih lama bulan feb biarkan mereka sibuk mengatur strategi kalo memang takdir gak kemana,"['sabar', 'pak', 'anis', 'pendukungnya', 'belum', 'tampil', 'tunggu', 'waktu', 'masih', 'lama', 'bulan', 'feb', 'biarkan', 'mereka', 'sibuk', 'mengatur', 'strategi', 'kalo', 'memang', 'takdir', 'gak', 'kemana']",<FreqDist with 22 samples and 22 outcomes>,"['sabar', 'anis', 'pendukungnya', 'tampil', 'tunggu', 'feb', 'biarkan', 'sibuk', 'mengatur', 'strategi', 'takdir', 'kemana']","['sabar', 'anies', 'pendukungnya', 'tampil', 'tunggu', 'feb', 'biarkan', 'sibuk', 'mengatur', 'strategi', 'takdir', 'kemana']","['sabar', 'anies', 'dukung', 'tampil', 'tunggu', 'feb', 'biar', 'sibuk', 'atur', 'strategi', 'takdir', 'mana']",sabar anies dukung tampil tunggu feb biar sibuk atur strategi takdir mana
236,cuma mau mengingatkan anies baswedan berpesan kalau pilih pemimpin itu liat rekam jejaknya mungkin beliau bermaksud kalau mendukung beliau kelompok radikal seperti hti fpi dan ideologis khilafah bisa di bangkitkan kembali dan akan diperlihara oleh beliau termasuk pentolan nya seperti habib riziek bahar smith dll yg akan menjadi kebal hukum kalau anies baswedan seandainya jadi calon presiden,"['cuma', 'mau', 'mengingatkan', 'anies', 'baswedan', 'berpesan', 'kalau', 'pilih', 'pemimpin', 'itu', 'liat', 'rekam', 'jejaknya', 'mungkin', 'beliau', 'bermaksud', 'kalau', 'mendukung', 'beliau', 'kelompok', 'radikal', 'seperti', 'hti', 'fpi', 'dan', 'ideologis', 'khilafah', 'bisa', 'di', 'bangkitkan', 'kembali', 'dan', 'akan', 'diperlihara', 'oleh', 'beliau', 'termasuk', 'pentolan', 'nya', 'seperti', 'habib', 'riziek', 'bahar', 'smith', 'dll', 'yg', 'akan', 'menjadi', 'kebal', 'hukum', 'kalau', 'anies', 'baswedan', 'seandainya', 'jadi', 'calon', 'presiden']",<FreqDist with 48 samples and 57 outcomes>,"['anies', 'baswedan', 'berpesan', 'pilih', 'pemimpin', 'liat', 'rekam', 'jejaknya', 'beliau', 'mendukung', 'beliau', 'kelompok', 'radikal', 'hti', 'fpi', 'ideologis', 'khilafah', 'bangkitkan', 'diperlihara', 'beliau', 'pentolan', 'habib', 'riziek', 'bahar', 'smith', 'dll', 'kebal', 'hukum', 'anies', 'baswedan', 'seandainya', 'calon', 'presiden']","['anies', 'baswedan', 'berpesan', 'pilih', 'pemimpin', 'lihat', 'rekam', 'jejaknya', 'beliau', 'mendukung', 'beliau', 'kelompok', 'radikal', 'hti', 'fpi', 'ideologis', 'khilafah', 'bangkitkan', 'diperlihara', 'beliau', 'pentolan', 'habib', 'riziek', 'bahar', 'smith', 'dll', 'kebal', 'hukum', 'anies', 'baswedan', 'seandainya', 'calon', 'presiden']","['anies', 'baswedan', 'pesan', 'pilih', 'pimpin', 'lihat', 'rekam', 'jejak', 'beliau', 'dukung', 'beliau', 'kelompok', 'radikal', 'hti', 'fpi', 'ideologis', 'khilafah', 'bangkit', 'diperlihara', 'beliau', 'pentol', 'habib', 'riziek', 'bahar', 'smith', 'dll', 'kebal', 'hukum', 'anies', 'baswedan', 'anda', 'calon', 'presiden']",anies baswedan pesan pilih pimpin lihat rekam jejak beliau dukung beliau kelompok radikal hti fpi ideologis khilafah bangkit diperlihara beliau pentol habib riziek bahar smith dll kebal hukum anies baswedan anda calon presiden
237,kenapa yah hasil survei selalu di bawah ke tp klo di itung setiap postingan manapunselalu yg komen itu bnyak dukung anisapakah netizen ini ga bisa di lihat sebagai sempel,"['kenapa', 'yah', 'hasil', 'survei', 'selalu', 'di', 'bawah', 'ke', 'tp', 'klo', 'di', 'itung', 'setiap', 'postingan', 'manapunselalu', 'yg', 'komen', 'itu', 'bnyak', 'dukung', 'anisapakah', 'netizen', 'ini', 'ga', 'bisa', 'di', 'lihat', 'sebagai', 'sempel']",<FreqDist with 27 samples and 29 outcomes>,"['hasil', 'survei', 'tp', 'itung', 'postingan', 'manapunselalu', 'komen', 'bnyak', 'dukung', 'anisapakah', 'netizen', 'lihat', 'sempel']","['hasil', 'survei', 'tetapi', 'itung', 'postingan', 'manapunselalu', 'komen', 'bnyak', 'dukung', 'anisapakah', 'netizen', 'lihat', 'sempel']","['hasil', 'survei', 'tetapi', 'itung', 'postingan', 'manapunselalu', 'komen', 'bnyak', 'dukung', 'anisapakah', 'netizen', 'lihat', 'sempel']",hasil survei tetapi itung postingan manapunselalu komen bnyak dukung anisapakah netizen lihat sempel
238,jujur ya soal kinerja gua lebih milih di pimpin sama ahok tpi disisi lain ya gitu dah sulit dimengerti,"['jujur', 'ya', 'soal', 'kinerja', 'gua', 'lebih', 'milih', 'di', 'pimpin', 'sama', 'ahok', 'tpi', 'disisi', 'lain', 'ya', 'gitu', 'dah', 'sulit', 'dimengerti']",<FreqDist with 18 samples and 19 outcomes>,"['jujur', 'kinerja', 'gua', 'milih', 'pimpin', 'ahok', 'tpi', 'disisi', 'gitu', 'dah', 'sulit', 'dimengerti']","['jujur', 'kinerja', 'saya', 'milih', 'pimpin', 'ahok', 'tetapi', 'disisi', 'gitu', 'dah', 'sulit', 'dimengerti']","['jujur', 'kerja', 'saya', 'milih', 'pimpin', 'ahok', 'tetapi', 'sisi', 'gitu', 'dah', 'sulit', 'erti']",jujur kerja saya milih pimpin ahok tetapi sisi gitu dah sulit erti
239,pantas sih emang gak ada alasan kuat milih ini,"['pantas', 'sih', 'emang', 'gak', 'ada', 'alasan', 'kuat', 'milih', 'ini']",<FreqDist with 9 samples and 9 outcomes>,"['emang', 'alasan', 'kuat', 'milih']","['emang', 'alasan', 'kuat', 'milih']","['emang', 'alas', 'kuat', 'milih']",emang alas kuat milih
240,ngak penting survenan surve bisa di atur pesananbuktikan siapa saja boleh jadi presiden,"['ngak', 'penting', 'survenan', 'surve', 'bisa', 'di', 'atur', 'pesananbuktikan', 'siapa', 'saja', 'boleh', 'jadi', 'presiden']",<FreqDist with 13 samples and 13 outcomes>,"['ngak', 'survenan', 'surve', 'atur', 'pesananbuktikan', 'presiden']","['ngak', 'survenan', 'surve', 'atur', 'pesananbuktikan', 'presiden']","['ngak', 'survenan', 'surve', 'atur', 'pesananbuktikan', 'presiden']",ngak survenan surve atur pesananbuktikan presiden
241,insyaallah pak anis ri,"['insyaallah', 'pak', 'anis', 'ri']",<FreqDist with 4 samples and 4 outcomes>,"['insyaallah', 'anis', 'ri']","['insyaallah', 'anies', 'ri']","['insyaallah', 'anies', 'ri']",insyaallah anies ri
242,berdiam bukan berarti kalah ya,"['berdiam', 'bukan', 'berarti', 'kalah', 'ya']",<FreqDist with 5 samples and 5 outcomes>,"['berdiam', 'kalah']","['berdiam', 'kalah']","['diam', 'kalah']",diam kalah
243,kenapa ganjar ga turun,"['kenapa', 'ganjar', 'ga', 'turun']",<FreqDist with 4 samples and 4 outcomes>,"['ganjar', 'turun']","['ganjar', 'turun']","['ganjar', 'turun']",ganjar turun
244,hehehe pasi fansnya bilang dijega media ganjar media jokowi banyak banget pembelaannya,"['hehehe', 'pasi', 'fansnya', 'bilang', 'dijega', 'media', 'ganjar', 'media', 'jokowi', 'banyak', 'banget', 'pembelaannya']",<FreqDist with 11 samples and 12 outcomes>,"['hehehe', 'pasi', 'fansnya', 'dijega', 'media', 'ganjar', 'media', 'jokowi', 'banget', 'pembelaannya']","['hehehe', 'pasi', 'fansnya', 'dijega', 'media', 'ganjar', 'media', 'jokowi', 'banget', 'pembelaannya']","['hehehe', 'pasi', 'fansnya', 'dijega', 'media', 'ganjar', 'media', 'jokowi', 'banget', 'bela']",hehehe pasi fansnya dijega media ganjar media jokowi banget bela
245,karna bacot doang,"['karna', 'bacot', 'doang']",<FreqDist with 3 samples and 3 outcomes>,"['karna', 'bacot', 'doang']","['karna', 'bacot', 'doang']","['karna', 'bacot', 'doang']",karna bacot doang
246,who,['who'],<FreqDist with 1 samples and 1 outcomes>,['who'],['who'],['who'],who
247,ya wajar omdo kakean omong tok lupa ngaca,"['ya', 'wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']",<FreqDist with 8 samples and 8 outcomes>,"['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']","['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']","['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']",wajar omdo kakean omong tok lupa ngaca
248,teori doang sih,"['teori', 'doang', 'sih']",<FreqDist with 3 samples and 3 outcomes>,"['teori', 'doang']","['teori', 'doang']","['teori', 'doang']",teori doang
249,terlalu ngebet,"['terlalu', 'ngebet']",<FreqDist with 2 samples and 2 outcomes>,['ngebet'],['ngebet'],['ngebet'],ngebet
250,ide gagasanya mentok di menjelekan capres lain cuman ngandelin dagang agama,"['ide', 'gagasanya', 'mentok', 'di', 'menjelekan', 'capres', 'lain', 'cuman', 'ngandelin', 'dagang', 'agama']",<FreqDist with 11 samples and 11 outcomes>,"['ide', 'gagasanya', 'mentok', 'menjelekan', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']","['ide', 'gagasanya', 'mentok', 'menjelekan', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']","['ide', 'gagasanya', 'mentok', 'jelek', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']",ide gagasanya mentok jelek capres cuman ngandelin dagang agama
251,kalo kang survey nya ini aja ya ga akan naik,"['kalo', 'kang', 'survey', 'nya', 'ini', 'aja', 'ya', 'ga', 'akan', 'naik']",<FreqDist with 10 samples and 10 outcomes>,"['kang', 'survey']","['kang', 'survey']","['kang', 'survey']",kang survey
252,ya iyalah cuman orang guoblock aja yg mau ama anies,"['ya', 'iyalah', 'cuman', 'orang', 'guoblock', 'aja', 'yg', 'mau', 'ama', 'anies']",<FreqDist with 10 samples and 10 outcomes>,"['iyalah', 'cuman', 'orang', 'guoblock', 'ama', 'anies']","['iyalah', 'cuman', 'orang', 'guoblock', 'ama', 'anies']","['iya', 'cuman', 'orang', 'guoblock', 'ama', 'anies']",iya cuman orang guoblock ama anies
253,suruh ngelenong aje,"['suruh', 'ngelenong', 'aje']",<FreqDist with 3 samples and 3 outcomes>,"['suruh', 'ngelenong', 'aje']","['suruh', 'ngelenong', 'saja']","['suruh', 'ngelenong', 'saja']",suruh ngelenong saja
254,you know why,"['you', 'know', 'why']",<FreqDist with 3 samples and 3 outcomes>,"['you', 'know', 'why']","['you', 'know', 'why']","['you', 'know', 'why']",you know why
255,emang ada bedanya kah,"['emang', 'ada', 'bedanya', 'kah']",<FreqDist with 4 samples and 4 outcomes>,"['emang', 'bedanya', 'kah']","['emang', 'bedanya', 'kah']","['emang', 'beda', 'kah']",emang beda kah
256,tergantung presiden klo aproval rating masih tinggi ya anis nyungsep logika angka klo berarti yg gak suka itu aja masih nyebar suara nya pemodal juga mikir drpd gambling mending cari yg pasti,"['tergantung', 'presiden', 'klo', 'aproval', 'rating', 'masih', 'tinggi', 'ya', 'anis', 'nyungsep', 'logika', 'angka', 'klo', 'berarti', 'yg', 'gak', 'suka', 'itu', 'aja', 'masih', 'nyebar', 'suara', 'nya', 'pemodal', 'juga', 'mikir', 'drpd', 'gambling', 'mending', 'cari', 'yg', 'pasti']",<FreqDist with 29 samples and 32 outcomes>,"['tergantung', 'presiden', 'aproval', 'rating', 'anis', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'pemodal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']","['tergantung', 'presiden', 'aproval', 'rating', 'anies', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'pemodal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']","['gantung', 'presiden', 'aproval', 'rating', 'anies', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'modal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']",gantung presiden aproval rating anies nyungsep logika angka suka nyebar suara modal mikir drpd gambling mending cari
257,survei mulu bosen,"['survei', 'mulu', 'bosen']",<FreqDist with 3 samples and 3 outcomes>,"['survei', 'mulu', 'bosen']","['survei', 'mulu', 'bosen']","['survei', 'mulu', 'bosen']",survei mulu bosen
258,karepmu,['karepmu'],<FreqDist with 1 samples and 1 outcomes>,['karepmu'],['karepmu'],['karepmu'],karepmu
259,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
260,belum rejeki,"['belum', 'rejeki']",<FreqDist with 2 samples and 2 outcomes>,['rejeki'],['rejeki'],['rejeki'],rejeki
261,krn doi kebanyakan bacot,"['krn', 'doi', 'kebanyakan', 'bacot']",<FreqDist with 4 samples and 4 outcomes>,"['doi', 'kebanyakan', 'bacot']","['dia', 'kebanyakan', 'bacot']","['dia', 'banyak', 'bacot']",dia banyak bacot
262,memang dri pilkadaurusan surpai surpei ga pernah menangmenang pas beneranya aja,"['memang', 'dri', 'pilkadaurusan', 'surpai', 'surpei', 'ga', 'pernah', 'menangmenang', 'pas', 'beneranya', 'aja']",<FreqDist with 11 samples and 11 outcomes>,"['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']","['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']","['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']",dri pilkadaurusan surpai surpei menangmenang pas beneranya
263,dia gak punya kerja nyata cuma mentok di retorika dan teori,"['dia', 'gak', 'punya', 'kerja', 'nyata', 'cuma', 'mentok', 'di', 'retorika', 'dan', 'teori']",<FreqDist with 11 samples and 11 outcomes>,"['kerja', 'nyata', 'mentok', 'retorika', 'teori']","['kerja', 'nyata', 'mentok', 'retorika', 'teori']","['kerja', 'nyata', 'mentok', 'retorika', 'teori']",kerja nyata mentok retorika teori
264,mau elektabilitas tinggi tapi logistic anis kecil susah kemungkinan jadi,"['mau', 'elektabilitas', 'tinggi', 'tapi', 'logistic', 'anis', 'kecil', 'susah', 'kemungkinan', 'jadi']",<FreqDist with 10 samples and 10 outcomes>,"['elektabilitas', 'logistic', 'anis', 'susah']","['elektabilitas', 'logistic', 'anies', 'susah']","['elektabilitas', 'logistic', 'anies', 'susah']",elektabilitas logistic anies susah
265,krn tukang sure pay nya hanyalah para penipu berkedok lembaga sure pay,"['krn', 'tukang', 'sure', 'pay', 'nya', 'hanyalah', 'para', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']",<FreqDist with 10 samples and 12 outcomes>,"['tukang', 'sure', 'pay', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']","['tukang', 'sure', 'pay', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']","['tukang', 'sure', 'pay', 'tipu', 'kedok', 'lembaga', 'sure', 'pay']",tukang sure pay tipu kedok lembaga sure pay
266,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
267,anies,['anies'],<FreqDist with 1 samples and 1 outcomes>,['anies'],['anies'],['anies'],anies
268,basi mau capres apapun ga jauh jauh bakal kaya sekarang ada pihak yang diuntungkan ada yang bakal di rugikan banget dalam satu dan lain hal,"['basi', 'mau', 'capres', 'apapun', 'ga', 'jauh', 'jauh', 'bakal', 'kaya', 'sekarang', 'ada', 'pihak', 'yang', 'diuntungkan', 'ada', 'yang', 'bakal', 'di', 'rugikan', 'banget', 'dalam', 'satu', 'dan', 'lain', 'hal']",<FreqDist with 21 samples and 25 outcomes>,"['basi', 'capres', 'apapun', 'kaya', 'diuntungkan', 'rugikan', 'banget']","['basi', 'capres', 'apapun', 'kaya', 'diuntungkan', 'rugikan', 'banget']","['basi', 'capres', 'apa', 'kaya', 'untung', 'rugi', 'banget']",basi capres apa kaya untung rugi banget
269,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
270,karena dia gak layak jadi presiden,"['karena', 'dia', 'gak', 'layak', 'jadi', 'presiden']",<FreqDist with 6 samples and 6 outcomes>,"['layak', 'presiden']","['layak', 'presiden']","['layak', 'presiden']",layak presiden
271,iya bang iyaelu bener banget dah,"['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']",<FreqDist with 6 samples and 6 outcomes>,"['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']","['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']","['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']",iya bang iyaelu bener banget dah
272,fak pencitraan,"['fak', 'pencitraan']",<FreqDist with 2 samples and 2 outcomes>,"['fak', 'pencitraan']","['fak', 'pencitraan']","['fak', 'citra']",fak citra
273,alhamdulillah semoga turun terus,"['alhamdulillah', 'semoga', 'turun', 'terus']",<FreqDist with 4 samples and 4 outcomes>,"['alhamdulillah', 'semoga', 'turun']","['alhamdulillah', 'semoga', 'turun']","['alhamdulillah', 'moga', 'turun']",alhamdulillah moga turun
274,inti nya pilpres nanti itu lingkup nya luasseluruh wilayahpulau yg tersebar di indonesia jadi masyarakat pun tausiapa nanti pilihan terbaik nya intinya cukup kota jakarta yg pernah di pimpin anies indonesia raya tercinta jangan sudah itu aja komen dari saya terima kasih atas waktu nya untuk membaca komenan saya,"['inti', 'nya', 'pilpres', 'nanti', 'itu', 'lingkup', 'nya', 'luasseluruh', 'wilayahpulau', 'yg', 'tersebar', 'di', 'indonesia', 'jadi', 'masyarakat', 'pun', 'tausiapa', 'nanti', 'pilihan', 'terbaik', 'nya', 'intinya', 'cukup', 'kota', 'jakarta', 'yg', 'pernah', 'di', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'jangan', 'sudah', 'itu', 'aja', 'komen', 'dari', 'saya', 'terima', 'kasih', 'atas', 'waktu', 'nya', 'untuk', 'membaca', 'komenan', 'saya']",<FreqDist with 40 samples and 49 outcomes>,"['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'tersebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilihan', 'terbaik', 'intinya', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'komen', 'terima', 'kasih', 'membaca', 'komenan']","['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'tersebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilihan', 'terbaik', 'intinya', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'komen', 'terima', 'kasih', 'membaca', 'komenan']","['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'sebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilih', 'baik', 'inti', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'cinta', 'komen', 'terima', 'kasih', 'baca', 'komenan']",inti pilpres lingkup luasseluruh wilayahpulau sebar indonesia masyarakat tausiapa pilih baik inti kota jakarta pimpin anies indonesia raya cinta komen terima kasih baca komenan
275,asumso banteng ekwkwk,"['asumso', 'banteng', 'ekwkwk']",<FreqDist with 3 samples and 3 outcomes>,"['asumso', 'banteng', 'ekwkwk']","['asumso', 'banteng', 'ekwkwk']","['asumso', 'banteng', 'ekwkwk']",asumso banteng ekwkwk
276,saya pilih anis,"['saya', 'pilih', 'anis']",<FreqDist with 3 samples and 3 outcomes>,"['pilih', 'anis']","['pilih', 'anies']","['pilih', 'anies']",pilih anies
277,suruh ngaca aja kenapa,"['suruh', 'ngaca', 'aja', 'kenapa']",<FreqDist with 4 samples and 4 outcomes>,"['suruh', 'ngaca']","['suruh', 'ngaca']","['suruh', 'ngaca']",suruh ngaca
278,surveynya dmn om aku nggak pernah  surveydan sepertinya akun ini menjatuhkan anies terus dan selalu memuji pdip atau lawan anies,"['surveynya', 'dmn', 'om', 'aku', 'nggak', 'pernah', 'surveydan', 'sepertinya', 'akun', 'ini', 'menjatuhkan', 'anies', 'terus', 'dan', 'selalu', 'memuji', 'pdip', 'atau', 'lawan', 'anies']",<FreqDist with 19 samples and 20 outcomes>,"['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'menjatuhkan', 'anies', 'memuji', 'pdip', 'lawan', 'anies']","['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'menjatuhkan', 'anies', 'memuji', 'pdip', 'lawan', 'anies']","['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'jatuh', 'anies', 'puji', 'pdip', 'lawan', 'anies']",surveynya dmn om nggak surveydan akun jatuh anies puji pdip lawan anies
